last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Coons,Christopher,Andrew,,,Christopher A. Coons,1963-09-09,M,sen,DE,,2.0,Democrat,https://www.coons.senate.gov,218 Russell Senate Office Building Washington DC 20510,202-224-5042,https://www.coons.senate.gov/contact,http://www.coons.senate.gov/rss/feeds/?type=all,ChrisCoons,15324851.0,senatorchriscoons,senatorchriscoons,UC2lOVbsddn1HIkcDnmCw6tA,,C001088,1984.0,N00031820,S337,S0DE00092,9269028.0,412390,122834.0,Chris Coons,,40916.0,Chris Coons
Aderholt,Robert,B.,,,Robert B. Aderholt,1965-07-22,M,rep,AL,4.0,,Republican,https://aderholt.house.gov,272 Cannon House Office Building Washington DC 20515-0104,202-225-4876,,http://aderholt.house.gov/common/rss//index.cfm?rss=20,Robert_Aderholt,76452765.0,RobertAderholt,RobertAderholt,UC71CAgpg1gbLTew_pfTneGA,,A000055,1460.0,N00003028,,H6AL04098,45516.0,400004,441.0,Robert B. Aderholt,,29701.0,Robert Aderholt
Baldwin,Tammy,,,,Tammy Baldwin,1962-02-11,F,sen,WI,,1.0,Democrat,https://www.baldwin.senate.gov,141 Hart Senate Office Building Washington DC 20510,202-224-5653,https://www.baldwin.senate.gov/feedback,http://www.baldwin.senate.gov/rss/feeds/?type=all,SenatorBaldwin,1074518754.0,senatortammybaldwin,witammybaldwin,UC_XjYCRbbI2_TDDjJidwk0Q,,B001230,1558.0,N00004367,S354,"H8WI00018,S2WI00219",57884.0,400013,3470.0,Tammy Baldwin,,29940.0,Tammy Baldwin
Bennet,Michael,F.,,,Michael F. Bennet,1964-11-28,M,sen,CO,,3.0,Democrat,https://www.bennet.senate.gov,261 Russell Senate Office Building Washington DC 20510,202-224-5852,https://www.bennet.senate.gov/public/index.cfm/contact,http://www.bennet.senate.gov/rss/feeds/?type=news,SenatorBennet,224285242.0,senbennetco,SenatorBennet,UCXB3cljpMwTyCUyLr2ZVLow,,B001267,1965.0,N00030608,S330,S0CO00211,1031622.0,412330,110942.0,Michael Bennet,,40910.0,Michael Bennet
Bilirakis,Gus,M.,,,Gus M. Bilirakis,1963-02-08,M,rep,FL,12.0,,Republican,https://bilirakis.house.gov,2306 Rayburn House Office Building Washington DC 20515-0912,202-225-5755,,http://bilirakis.house.gov/index.php?format=feed&amp;type=rss,RepGusBilirakis,26051676.0,GusBilirakis,RepGusBilirakis,UC2z1uu1n4-60xXs5x1mvLJw,,B001257,1838.0,N00027462,,H6FL09070,1022873.0,412250,17318.0,Gus M. Bilirakis,,20758.0,Gus Bilirakis
Bishop,Sanford,D.,Jr.,,"Sanford D. Bishop, Jr.",1947-02-04,M,rep,GA,2.0,,Democrat,https://bishop.house.gov,2407 Rayburn House Office Building Washington DC 20515-1002,202-225-3631,,http://bishop.house.gov/rss.xml,SanfordBishop,249410485.0,sanfordbishop,RepSanfordBishop,UCxF9veLBrkr_CqVq5eFYVGg,,B000490,91.0,N00002674,,H2GA02031,26194.0,400030,26817.0,Sanford Bishop Jr.,,29339.0,Sanford Bishop
Blackburn,Marsha,W.,,,Marsha Blackburn,1952-06-06,F,sen,TN,,1.0,Republican,https://www.blackburn.senate.gov,357 Dirksen Senate Office Building Washington DC 20510,202-224-3344,https://www.blackburn.senate.gov/email-me,,MarshaBlackburn,278145569.0,marshablackburn,RepMarshaBlackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,,B001243,1748.0,N00003105,S396,"H2TN06030,S8TN00337",31226.0,400032,25186.0,Marsha Blackburn,,20351.0,Marsha Blackburn
Blumenthal,Richard,,,,Richard Blumenthal,1946-02-13,M,sen,CT,,3.0,Democrat,https://www.blumenthal.senate.gov,503 Hart Senate Office Building Washington DC 20510,202-224-2823,https://www.blumenthal.senate.gov/contact/,http://www.blumenthal.senate.gov/rss/feeds/?type=all,SenBlumenthal,278124059.0,SenBlumenthal,SenatorBlumenthal,UCHH-fn3_LVt0Q4od56rOi5g,,B001277,2076.0,N00031685,S341,S0CT00177,21799.0,412490,1568.0,Richard Blumenthal,,41101.0,Richard Blumenthal
Boozman,John,,,,John Boozman,1950-12-10,M,sen,AR,,3.0,Republican,https://www.boozman.senate.gov/public,555 Dirksen Senate Office Building Washington DC 20510,202-224-4843,https://www.boozman.senate.gov/public/index.cfm/contact,http://www.boozman.senate.gov/public/index.cfm/rss/feed,JohnBoozman,5558312.0,JohnBoozman,BoozmanPressOffice,UC9vWHKL5OfIYh6kIV0rF2yw,,B001236,1687.0,N00013873,S343,"H2AR03176,S0AR00150",92069.0,400040,27958.0,John Boozman,,20101.0,John Boozman
Buchanan,Vern,,,,Vern Buchanan,1951-05-08,M,rep,FL,16.0,,Republican,https://buchanan.house.gov,2409 Rayburn House Office Building Washington DC 20515-0916,202-225-5015,,http://buchanan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=2,VernBuchanan,20467163.0,CongressmanBuchanan,vernbuchanan,UCY4DEy41NxOTdcF8_XAVZvw,,B001260,1840.0,N00027626,,H6FL13148,1021626.0,412196,66247.0,Vern Buchanan,,20709.0,Vern Buchanan
Calvert,Ken,S.,,,Ken Calvert,1953-06-08,M,rep,CA,41.0,,Republican,https://calvert.house.gov,2205 Rayburn House Office Building Washington DC 20515-0541,202-225-1986,,http://calvert.house.gov/news/rss.aspx,KenCalvert,22545491.0,70063393423,RepKenCalvert,UC5MEj7YOX_QdKoqD_HRxP3A,,C000059,165.0,N00007099,,H2CA37023,26709.0,400057,26777.0,Ken Calvert,,29323.0,Ken Calvert
Capito,Shelley,Moore,,,Shelley Moore Capito,1953-11-26,F,sen,WV,,2.0,Republican,https://www.capito.senate.gov,170 Russell Senate Office Building Washington DC 20510,202-224-6472,https://www.capito.senate.gov/contact/contact-shelley,,SenCapito,193794406.0,senshelley,,UCbiXdR4XQ3vD9Xp5lfR9QXw,,C001047,1676.0,N00009771,S372,"H0WV02138,S4WV00159",83737.0,400061,11701.0,Shelley Moore Capito,,20146.0,Shelley Moore Capito
Carson,André,,,,André Carson,1974-10-16,M,rep,IN,7.0,,Democrat,https://carson.house.gov,2135 Rayburn House Office Building Washington DC 20515-1407,202-225-4011,,http://carson.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,RepAndreCarson,199325935.0,CongressmanAndreCarson,repandrecarson,UCprUnnEgM2VUGmAKSaZXCSw,,C001072,1889.0,N00029513,,H8IN07184,1027364.0,412258,84917.0,Andre Carson,,20757.0,André Carson
Carter,John,R.,,,John R. Carter,1941-11-06,M,rep,TX,31.0,,Republican,https://carter.house.gov,2208 Rayburn House Office Building Washington DC 20515-4331,202-225-3864,,http://carter.house.gov/common/rss/?rss=40,JudgeCarter,18030431.0,judgecarter,repjohncarter,UC9pkaOrhPfouzkJ8oAdI-1w,,C001051,1752.0,N00025095,,H2TX31044,1004257.0,400068,49296.0,John Carter,,20356.0,John Carter (Texas politician)
Cassidy,Bill,,,,Bill Cassidy,1957-09-28,M,sen,LA,,2.0,Republican,https://www.cassidy.senate.gov,455 Dirksen Senate Office Building Washington DC 20510,202-224-5824,https://www.cassidy.senate.gov/contact,,SenBillCassidy,1.0175001853568532e+18,SenBillCassidy,SenatorBillCassidy,UCCEyGhUzxgkxFzWCY-rxz8g,,C001075,1925.0,N00030245,S373,"H8LA00017,S4LA00107",1030546.0,412269,69494.0,Bill Cassidy,,20919.0,Bill Cassidy
Castor,Kathy,,,,Kathy Castor,1966-08-20,F,rep,FL,14.0,,Democrat,https://castor.house.gov,2188 Rayburn House Office Building Washington DC 20515-0914,202-225-3376,,http://castor.house.gov/news/rss.aspx,USRepKCastor,1880674038.0,USRepKathyCastor,RepKathyCastor,UC_irxhmLqVenTFPxDxznG6g,,C001066,1839.0,N00027514,,"H6FL11126,H6FL11134",1022874.0,412195,53825.0,Kathy Castor,,20708.0,Kathy Castor
Chu,Judy,M.,,,Judy Chu,1953-07-07,F,rep,CA,28.0,,Democrat,https://chu.house.gov,2423 Rayburn House Office Building Washington DC 20515-0528,202-225-5464,,http://chu.house.gov/rss.xml,RepJudyChu,193732179.0,RepJudyChu,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,,C001080,1970.0,N00030600,,H0CA32101,92573.0,412379,16539.0,Judy Chu,,20955.0,Judy Chu
Clarke,Yvette,D.,,,Yvette D. Clarke,1964-11-21,F,rep,NY,9.0,,Democrat,https://clarke.house.gov,2058 Rayburn House Office Building Washington DC 20515-3209,202-225-6231,,http://clarke.house.gov/news/rss.aspx,RepYvetteClarke,240812994.0,repyvettedclarke,repyvetteclarke,UC8SuQiuL2P9fUHAxuRoTdUQ,,C001067,1864.0,N00026961,,H4NY11138,1022875.0,412221,44741.0,Yvette D. Clarke,,20733.0,Yvette Clarke
Cleaver,Emanuel,,II,,Emanuel Cleaver,1944-10-26,M,rep,MO,5.0,,Democrat,https://cleaver.house.gov,2217 Rayburn House Office Building Washington DC 20515-2505,202-225-4535,,http://cleaver.house.gov/rss.xml,RepCleaver,163570705.0,emanuelcleaverii,repcleaver,UCVC-7CLFjXczoihr5FxDLsw,,C001061,1790.0,N00026790,,H4MO05234,10933.0,400639,39507.0,Emanuel Cleaver,,20517.0,Emanuel Cleaver
Clyburn,James,E.,,Jim,James E. Clyburn,1940-07-21,M,rep,SC,6.0,,Democrat,https://clyburn.house.gov,274 Cannon House Office Building Washington DC 20515-4006,202-225-3315,,http://clyburn.house.gov/rss.xml,RepJamesClyburn,188019606.0,jameseclyburn,repjamesclyburn,UCIyU_UA_JEa14gvAwhquKqg,,C000537,208.0,N00002408,,H2SC02042,21607.0,400075,27066.0,James E. Clyburn,,39301.0,Jim Clyburn
Cohen,Steve,,,,Steve Cohen,1949-05-24,M,rep,TN,9.0,,Democrat,https://cohen.house.gov,2268 Rayburn House Office Building Washington DC 20515-4209,202-225-3265,,http://cohen.house.gov/rss.xml,RepCohen,162069635.0,CongressmanSteveCohen,repcohen,UC_NJlnsOBjOameUwZk0rvsA,,C001068,1878.0,N00003225,,H6TN09068,1022876.0,412236,24340.0,Steve Cohen,,20748.0,Steve Cohen (politician)
Cole,Tom,,,,Tom Cole,1949-04-28,M,rep,OK,4.0,,Republican,https://cole.house.gov,2207 Rayburn House Office Building Washington DC 20515-3604,202-225-6165,,http://cole.house.gov/rss.xml,TomColeOK04,23124635.0,TomColeOK04,reptomcole,UCvqzPm_YnNkfEHpm3SEMJMQ,,C001053,1742.0,N00025726,,H2OK04055,1003609.0,400077,46034.0,Tom Cole,,20344.0,Tom Cole
Costa,Jim,,,,Jim Costa,1952-04-13,M,rep,CA,21.0,,Democrat,https://costa.house.gov,2081 Rayburn House Office Building Washington DC 20515-0521,202-225-3341,,http://costa.house.gov/index.php?format=feed&amp;type=rss,RepJimCosta,245451804.0,RepJimCosta,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,,C001059,1774.0,N00026341,,H4CA20082,19599.0,400618,3577.0,Jim Costa,,20501.0,Jim Costa
Courtney,Joe,,,,Joe Courtney,1953-04-06,M,rep,CT,2.0,,Democrat,https://courtney.house.gov,2449 Rayburn House Office Building Washington DC 20515-0702,202-225-2076,,http://courtney.house.gov/index.php?format=feed&amp;type=rss,RepJoeCourtney,85396297.0,joecourtney,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,,C001069,1836.0,N00024842,,H2CT02112,1021284.0,412193,30333.0,Joe Courtney,,20706.0,Joe Courtney (politician)
Crapo,Michael,D.,,Mike,Mike Crapo,1951-05-20,M,sen,ID,,3.0,Republican,https://www.crapo.senate.gov,239 Dirksen Senate Office Building Washington DC 20510,202-224-6142,https://www.crapo.senate.gov/contact,,MikeCrapo,600463589.0,mikecrapo,senatorcrapo,UCMHzKHg1BE7dEcFjnayw1lA,,C000880,250.0,N00006267,S266,"S8ID00027,H2ID02034",26440.0,300030,26830.0,Mike Crapo,,29345.0,Mike Crapo
Crawford,Eric,A.,,Rick,"Eric A. ""Rick"" Crawford",1966-01-22,M,rep,AR,1.0,,Republican,https://crawford.house.gov,2422 Rayburn House Office Building Washington DC 20515-0401,202-225-4076,,http://crawford.house.gov/news/rss.aspx,RepRickCrawford,233693291.0,RepRickCrawford,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,,C001087,1989.0,N00030770,,H0AR01083,623259.0,412400,119208.0,Rick Crawford,,21106.0,Rick Crawford (politician)
Cuellar,Henry,,,,Henry Cuellar,1955-09-19,M,rep,TX,28.0,,Democrat,https://cuellar.house.gov,2308 Rayburn House Office Building Washington DC 20515-4328,202-225-1640,,http://cuellar.house.gov/news/rss.aspx,RepCuellar,210926192.0,152569121550,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,,C001063,1807.0,N00024978,,H2TX23082,1013062.0,400657,5486.0,Henry Cuellar,,20533.0,Henry Cuellar
Davis,Danny,K.,,,Danny K. Davis,1941-09-06,M,rep,IL,7.0,,Democrat,https://davis.house.gov,2159 Rayburn House Office Building Washington DC 20515-1307,202-225-5006,,http://davis.house.gov/index.php?format=feed&type=rss,RepDannyDavis,789244177.0,CongressmanDKDavis,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ,,D000096,1477.0,N00004884,,H4IL07037,44325.0,400093,233.0,Danny K. Davis,,29717.0,Danny Davis (Illinois politician)
DeGette,Diana,L.,,,Diana DeGette,1957-07-29,F,rep,CO,1.0,,Democrat,https://degette.house.gov,2111 Rayburn House Office Building Washington DC 20515-0601,202-225-4431,,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,RepDianaDeGette,28599820.0,DianaDeGette,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,,D000197,1479.0,N00006134,,H6CO01141,90293.0,400101,561.0,Diana DeGette,,29710.0,Diana DeGette
DeLauro,Rosa,L.,,,Rosa L. DeLauro,1943-03-02,F,rep,CT,3.0,,Democrat,https://delauro.house.gov,2413 Rayburn House Office Building Washington DC 20515-0703,202-225-3661,,http://delauro.house.gov/index.php?format=feed&amp;type=rss,RosaDeLauro,140519774.0,CongresswomanRosaDeLauro,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,,D000216,281.0,N00000615,,H0CT03072,19040.0,400103,26788.0,Rosa DeLauro,,29109.0,Rosa DeLauro
DesJarlais,Scott,,,,Scott DesJarlais,1964-02-21,M,rep,TN,4.0,,Republican,https://desjarlais.house.gov,2304 Rayburn House Office Building Washington DC 20515-4204,202-225-6831,,http://desjarlais.house.gov/news/rss.aspx,DesJarlaisTN04,235312723.0,ScottDesJarlaisTN04,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,,D000616,2062.0,N00030957,,H0TN04195,623517.0,412477,123473.0,Scott DesJarlais,,21179.0,Scott DesJarlais
Diaz-Balart,Mario,,,,Mario Diaz-Balart,1961-09-25,M,rep,FL,26.0,,Republican,https://mariodiazbalart.house.gov,374 Cannon House Office Building Washington DC 20515-0926,202-225-4211,,http://mariodiazbalart.house.gov/rss.xml,MarioDB,37094727.0,mdiazbalart,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,,D000600,1717.0,N00025337,,H2FL25018,1003562.0,400108,24312.0,Mario Diaz-Balart,,20316.0,Mario Díaz-Balart
Doggett,Lloyd,A.,,,Lloyd Doggett,1946-10-06,M,rep,TX,37.0,,Democrat,https://doggett.house.gov,2307 Rayburn House Office Building Washington DC 20515-0001,202-225-4865,,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,RepLloydDoggett,153944899.0,lloyddoggett,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,,D000399,303.0,N00006023,,H4TX10028,36810.0,400111,21689.0,Lloyd Doggett,,29571.0,Lloyd Doggett
Fleischmann,Charles,J.,,Chuck,"Charles J. ""Chuck"" Fleischmann",1962-10-11,M,rep,TN,3.0,,Republican,https://fleischmann.house.gov,2187 Rayburn House Office Building Washington DC 20515-4203,202-225-3271,,http://fleischmann.house.gov/rss.xml,RepChuck,235190657.0,repchuck,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,,F000459,2061.0,N00030815,,H0TN03254,95146.0,412476,123456.0,Charles Fleischmann,,21178.0,Chuck Fleischmann
Foxx,Virginia,,,,Virginia Foxx,1943-06-29,F,rep,NC,5.0,,Republican,https://foxx.house.gov,2462 Rayburn House Office Building Washington DC 20515-3305,202-225-2071,,http://foxx.house.gov/common/rss/?rss=55,VirginiaFoxx,16256269.0,RepVirginiaFoxx,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,,F000450,1791.0,N00026166,,H4NC05146,1013052.0,400643,6051.0,Virginia Foxx,,20521.0,Virginia Foxx
Garamendi,John,,,,John Garamendi,1945-01-24,M,rep,CA,8.0,,Democrat,https://garamendi.house.gov,2428 Rayburn House Office Building Washington DC 20515-0508,202-225-1880,,http://garamendi.house.gov/rss.xml,RepGaramendi,88806753.0,repgaramendi,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,,G000559,1973.0,N00030856,,H0CA10149,18413.0,412382,29664.0,John Garamendi,,20958.0,John Garamendi
Gosar,Paul,A.,,,Paul A. Gosar,1958-11-22,M,rep,AZ,9.0,,Republican,https://gosar.house.gov,2057 Rayburn House Office Building Washington DC 20515-0309,202-225-2315,,http://gosar.house.gov/rss.xml,RepGosar,240760644.0,repgosar,repgosar,UC5orqw_9acsKWSRbrqTDXBw,,G000565,1992.0,N00030771,,H0AZ01259,62470.0,412397,123491.0,Paul Gosar,,21103.0,Paul Gosar
Grassley,Charles,E.,,Chuck,Chuck Grassley,1933-09-17,M,sen,IA,,3.0,Republican,https://www.grassley.senate.gov,135 Hart Senate Office Building Washington DC 20510,202-224-3744,https://www.grassley.senate.gov/contact,http://grassley.senate.gov/customcf/rss_feed.cfm,ChuckGrassley,10615232.0,grassley,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,,G000386,457.0,N00001758,S153,S0IA00028,1167.0,300048,53293.0,Chuck Grassley,,14226.0,Chuck Grassley
Graves,Sam,B.,,,Sam Graves,1963-11-07,M,rep,MO,6.0,,Republican,https://graves.house.gov,1135 Longworth House Office Building Washington DC 20515-2506,202-225-7041,,http://graves.house.gov/common/rss/index.cfm?rss=25,RepSamGraves,29766367.0,118514606128,,UCdg2ybvoHsSW6t7iJnKHlNg,,G000546,1656.0,N00013323,,H0MO06073,89873.0,400158,9425.0,Sam Graves,,20124.0,Sam Graves
